Reaction Date,Reaction Type,Parent Type,Parent ID
"Nov 20, 2023, 3:43:31 PM",Kudos,Activity,10251563112
"Nov 25, 2023, 4:01:37 PM",Kudos,Activity,10279362960
"Nov 27, 2023, 9:28:39 AM",Kudos,Activity,10284219941
"Nov 29, 2023, 11:46:29 PM",Kudos,Activity,10303676867
"Dec 10, 2023, 6:15:06 PM",Kudos,Activity,10359498867
"Dec 20, 2023, 4:49:03 AM",Kudos,Activity,10407647574
"Dec 20, 2023, 4:49:14 AM",Kudos,Activity,10403850590
"Dec 20, 2023, 4:49:33 AM",Kudos,Activity,10404962938
"Dec 20, 2023, 4:49:37 AM",Kudos,Activity,10403723410
"Dec 21, 2023, 9:06:45 PM",Kudos,Activity,10413872301
"Dec 24, 2023, 3:33:10 PM",Kudos,Activity,10429590247
"Dec 24, 2023, 3:33:17 PM",Kudos,Activity,10429924811
"Dec 26, 2023, 8:29:20 PM",Kudos,Activity,10439149556
"Dec 27, 2023, 1:06:07 AM",Kudos,Activity,10442036365
"Dec 27, 2023, 1:06:12 AM",Kudos,Activity,10442249587
"Dec 27, 2023, 1:06:23 AM",Kudos,Activity,10441758176
"Dec 27, 2023, 12:29:02 PM",Kudos,Activity,10443897962
"Dec 27, 2023, 11:55:08 PM",Kudos,Activity,10447799281
"Dec 31, 2023, 1:26:23 AM",Kudos,Activity,10449560642
"Dec 31, 2023, 1:26:28 AM",Kudos,Activity,10461744213
"Jan 2, 2024, 9:44:08 PM",Kudos,Activity,10479840061
"Jan 2, 2024, 9:45:04 PM",Kudos,Activity,10474015264
"Jan 3, 2024, 7:43:45 PM",Kudos,Activity,10485121976
"Jan 3, 2024, 7:43:56 PM",Kudos,Activity,10485122555
"Jan 3, 2024, 7:44:01 PM",Kudos,Activity,10485962470
"Jan 8, 2024, 12:03:59 PM",Kudos,Activity,10516730794
"Jan 9, 2024, 12:49:46 AM",Kudos,Activity,10521374169
"Jan 11, 2024, 1:59:31 PM",Kudos,Activity,10536957867
"Jan 12, 2024, 12:56:12 PM",Kudos,Activity,10543182295
"Jan 12, 2024, 12:56:14 PM",Kudos,Activity,10542334692
"Jan 13, 2024, 4:11:07 PM",Kudos,Activity,10551135206
"Jan 14, 2024, 1:01:49 PM",Kudos,Activity,10555831364
"Jan 15, 2024, 2:43:30 PM",Kudos,Activity,10561908301
"Jan 15, 2024, 2:44:55 PM",Kudos,Activity,10556706934
"Jan 15, 2024, 2:45:13 PM",Kudos,Activity,10549862433
"Jan 15, 2024, 2:45:15 PM",Kudos,Activity,10549586340
"Jan 15, 2024, 2:48:11 PM",Kudos,Post,27381293
"Jan 16, 2024, 1:29:14 AM",Kudos,Activity,10566418781
"Jan 16, 2024, 2:42:25 PM",Kudos,Activity,10569456444
"Jan 16, 2024, 2:42:36 PM",Kudos,Activity,10568094074
"Jan 17, 2024, 12:25:28 AM",Kudos,Activity,10572811043
"Jan 17, 2024, 12:25:49 AM",Kudos,Activity,10572810028
"Jan 17, 2024, 12:26:36 AM",Kudos,Activity,10568212206
"Jan 17, 2024, 1:18:11 PM",Kudos,Activity,10575038422
"Jan 18, 2024, 12:51:32 AM",Kudos,Activity,10579157923
"Jan 19, 2024, 3:05:54 AM",Kudos,Activity,10584900872
"Jan 19, 2024, 3:06:12 AM",Kudos,Activity,10581189426
"Jan 19, 2024, 3:06:33 AM",Kudos,Activity,10580916831
"Jan 19, 2024, 10:39:35 PM",Kudos,Activity,10587512275
"Jan 19, 2024, 10:39:37 PM",Kudos,Activity,10590694272
"Jan 19, 2024, 10:39:46 PM",Kudos,Activity,10587448893
"Jan 19, 2024, 10:39:49 PM",Kudos,Activity,10587067141
"Jan 20, 2024, 7:01:05 PM",Kudos,Activity,10593835365
"Jan 20, 2024, 7:01:25 PM",Kudos,Activity,10593485130
"Jan 20, 2024, 7:01:29 PM",Kudos,Activity,10593232382
"Jan 20, 2024, 7:01:32 PM",Kudos,Activity,10593258504
"Jan 22, 2024, 1:18:00 AM",Kudos,Activity,10604383782
"Jan 22, 2024, 1:18:01 AM",Kudos,Activity,10604651497
"Jan 23, 2024, 9:29:20 PM",Kudos,Activity,10613685187
"Jan 23, 2024, 9:29:22 PM",Kudos,Activity,10614745706
"Jan 24, 2024, 10:05:23 PM",Kudos,Activity,10620338258
"Jan 27, 2024, 11:39:43 AM",Kudos,Activity,10635798520
"Jan 30, 2024, 2:45:40 AM",Kudos,Activity,10657086318
"Jan 31, 2024, 12:54:05 AM",Kudos,Activity,10664141291
"Feb 1, 2024, 1:48:44 PM",Kudos,Activity,10673119014
"Feb 1, 2024, 1:48:47 PM",Kudos,Activity,10673027653
"Feb 1, 2024, 1:49:03 PM",Kudos,Activity,10670882799
"Feb 1, 2024, 1:49:19 PM",Kudos,Activity,10666442646
"Feb 1, 2024, 1:49:23 PM",Kudos,Activity,10666309110
"Feb 1, 2024, 10:37:48 PM",Kudos,Activity,10677027453
"Feb 3, 2024, 6:52:41 PM",Kudos,Activity,10686553710
"Feb 3, 2024, 6:53:07 PM",Kudos,Activity,10689465643
"Feb 3, 2024, 6:53:09 PM",Kudos,Activity,10686894538
"Feb 3, 2024, 6:53:19 PM",Kudos,Activity,10683784464
"Feb 3, 2024, 6:53:22 PM",Kudos,Activity,10682014050
"Feb 6, 2024, 5:36:31 PM",Kudos,Activity,10707518490
"Feb 7, 2024, 12:26:02 PM",Kudos,Activity,10713686293
"Feb 7, 2024, 12:34:27 PM",Kudos,Activity,10713331339
"Feb 8, 2024, 12:53:28 PM",Kudos,Activity,10719921247
"Feb 8, 2024, 12:53:37 PM",Kudos,Activity,10717978960
"Feb 13, 2024, 6:54:43 PM",Kudos,Activity,10749965702
"Feb 14, 2024, 5:47:23 PM",Kudos,Activity,10761658382
"Feb 14, 2024, 5:47:27 PM",Kudos,Activity,10758993260
"Feb 15, 2024, 1:40:47 AM",Kudos,Activity,10763460340
"Feb 15, 2024, 1:40:58 AM",Kudos,Activity,10763453493
"Feb 19, 2024, 9:07:33 PM",Kudos,Activity,10793639173
"Feb 20, 2024, 10:13:53 PM",Kudos,Activity,10803714523
"Feb 20, 2024, 10:14:01 PM",Kudos,Activity,10800800446
"Feb 28, 2024, 3:25:42 PM",Kudos,Activity,10853750687
"Feb 28, 2024, 3:25:53 PM",Kudos,Activity,10853518631
"Mar 2, 2024, 3:20:55 PM",Kudos,Activity,10873286674
"Mar 2, 2024, 3:21:02 PM",Kudos,Activity,10870530106
"Mar 2, 2024, 3:21:21 PM",Kudos,Activity,10871271462
"Mar 3, 2024, 11:18:57 PM",Kudos,Activity,10884735970
"Mar 3, 2024, 11:19:12 PM",Kudos,Activity,10881744869
"Mar 4, 2024, 6:19:12 PM",Kudos,Activity,10886862137
"Mar 4, 2024, 6:19:17 PM",Kudos,Activity,10886718704
"Mar 5, 2024, 1:05:42 PM",Kudos,Activity,10894158612
"Mar 5, 2024, 4:29:55 PM",Kudos,Activity,10895272899
"Mar 7, 2024, 12:51:55 AM",Kudos,Activity,10906385340
"Mar 7, 2024, 12:51:59 AM",Kudos,Activity,10906033671
"Mar 9, 2024, 7:20:18 AM",Kudos,Activity,10919442043
"Mar 9, 2024, 3:24:36 PM",Kudos,Activity,10922078743
"Mar 12, 2024, 1:31:15 PM",Kudos,Activity,10942797771
"Mar 13, 2024, 2:05:07 AM",Kudos,Activity,10947263331
"Mar 14, 2024, 11:45:06 AM",Kudos,Activity,10956916441
"Mar 15, 2024, 2:20:23 AM",Kudos,Activity,10961674733
"Mar 16, 2024, 1:04:47 AM",Kudos,Activity,10963695905
"Mar 18, 2024, 1:15:25 PM",Kudos,Activity,10985447667
"Mar 19, 2024, 12:15:45 PM",Kudos,Activity,10991661635
"Mar 19, 2024, 12:59:29 PM",Kudos,Activity,10991443979
"Mar 20, 2024, 3:24:42 PM",Kudos,Activity,10999142892
"Mar 20, 2024, 3:26:26 PM",Kudos,Activity,10999092786
"Mar 20, 2024, 3:26:36 PM",Kudos,Activity,10999217653
"Mar 20, 2024, 3:26:41 PM",Kudos,Activity,10997193169
"Mar 20, 2024, 3:26:42 PM",Kudos,Activity,10998878652
"Mar 20, 2024, 3:26:49 PM",Kudos,Activity,10999429301
"Mar 21, 2024, 4:15:24 PM",Kudos,Activity,11003348357
"Mar 21, 2024, 9:17:42 PM",Kudos,Activity,11004404488
"Mar 23, 2024, 7:38:07 PM",Kudos,Activity,11023133529
"Mar 24, 2024, 1:40:56 PM",Kudos,Activity,11028310205
"Mar 25, 2024, 9:11:24 PM",Kudos,Activity,11033980724
"Mar 26, 2024, 5:43:58 PM",Kudos,Activity,11040308309
"Mar 27, 2024, 10:08:34 AM",Kudos,Activity,11044885236
"Mar 28, 2024, 12:07:42 PM",Kudos,Activity,11054032381
"Mar 28, 2024, 12:08:03 PM",Kudos,Activity,11052097645
"Apr 4, 2024, 12:04:03 AM",Kudos,Activity,11101088742
"Apr 4, 2024, 12:04:08 AM",Kudos,Activity,11100624005
"Apr 6, 2024, 3:17:35 PM",Kudos,Activity,11117642564
"Apr 7, 2024, 7:34:16 PM",Kudos,Activity,11122082061
"Apr 8, 2024, 12:14:57 AM",Kudos,Activity,11130373091
"Apr 8, 2024, 9:49:26 PM",Kudos,Activity,11130372994
"Apr 8, 2024, 9:49:43 PM",Kudos,Activity,11133306734
"Apr 8, 2024, 9:49:46 PM",Kudos,Activity,11133273500
"Apr 8, 2024, 9:50:14 PM",Kudos,Activity,11122028742
"Apr 9, 2024, 2:10:51 PM",Kudos,Activity,11140406299
"Apr 9, 2024, 2:10:55 PM",Kudos,Activity,11140441312
"Apr 11, 2024, 1:11:16 AM",Kudos,Activity,11153780557
"Apr 13, 2024, 5:18:01 PM",Kudos,Activity,11171150315
"Apr 14, 2024, 1:26:40 PM",Kudos,Activity,11180348448
"Apr 14, 2024, 1:27:48 PM",Kudos,Activity,11175712178
"Apr 15, 2024, 1:30:43 AM",Kudos,Activity,11180957093
"Apr 15, 2024, 3:15:01 PM",Kudos,Activity,11186459085
"Apr 16, 2024, 4:42:47 PM",Kudos,Activity,11195618012
"Apr 16, 2024, 4:42:49 PM",Kudos,Activity,11195282652
"Apr 18, 2024, 1:00:35 PM",Kudos,Activity,11208851459
"Apr 20, 2024, 4:52:58 PM",Kudos,Activity,11222732013
"Apr 20, 2024, 4:53:00 PM",Kudos,Activity,11219216021
"Apr 21, 2024, 10:10:19 PM",Kudos,Activity,11232297545
"Apr 23, 2024, 11:59:29 PM",Kudos,Activity,11249489407
"Apr 25, 2024, 12:43:08 PM",Kudos,Activity,11260284210
"Apr 26, 2024, 6:04:15 PM",Kudos,Activity,11268311315
"Apr 26, 2024, 6:04:36 PM",Kudos,Activity,11262107584
"Apr 26, 2024, 6:04:44 PM",Kudos,Activity,11254641626
"Apr 26, 2024, 6:04:50 PM",Kudos,Activity,11249645001
"Apr 27, 2024, 9:31:14 PM",Kudos,Activity,11278477750
"Apr 28, 2024, 7:35:00 AM",Kudos,Post,29300084
"Apr 28, 2024, 12:35:18 PM",Kudos,Activity,11282323689
"Apr 28, 2024, 3:42:35 PM",Kudos,Activity,11284596728
"Apr 28, 2024, 3:42:39 PM",Kudos,Activity,11283783962
"Apr 28, 2024, 3:44:27 PM",Kudos,Activity,11283820281
"Apr 30, 2024, 9:59:33 PM",Kudos,Activity,11301837135
"May 1, 2024, 12:40:28 PM",Kudos,Activity,11303543421
"May 1, 2024, 12:40:49 PM",Kudos,Activity,11299646833
"May 2, 2024, 4:16:08 PM",Kudos,Activity,11316136272
"May 5, 2024, 1:33:40 AM",Kudos,Activity,11333545190
"May 5, 2024, 1:33:42 AM",Kudos,Activity,11333538048
"May 8, 2024, 3:14:56 AM",Kudos,Activity,11355580873
"May 9, 2024, 7:09:00 PM",Kudos,Activity,11371881849
"May 9, 2024, 11:02:18 PM",Kudos,Activity,11372812435
"May 11, 2024, 2:02:42 PM",Kudos,Activity,11381158254
"May 12, 2024, 1:12:38 AM",Kudos,Activity,11388104949
"May 12, 2024, 10:42:22 PM",Kudos,Activity,11394981755
"May 13, 2024, 10:46:51 PM",Kudos,Activity,11400191748
"May 14, 2024, 3:28:20 PM",Kudos,Activity,11407841493
"May 14, 2024, 3:28:25 PM",Kudos,Activity,11407688369
"May 14, 2024, 8:59:25 PM",Kudos,Activity,11411691898
"May 14, 2024, 8:59:36 PM",Kudos,Activity,11411429849
"May 14, 2024, 8:59:41 PM",Kudos,Activity,11411040752
"May 15, 2024, 1:51:02 AM",Kudos,Activity,11412578383
"May 15, 2024, 12:36:49 PM",Kudos,Activity,11416034305
"May 15, 2024, 10:39:04 PM",Kudos,Activity,11419793364
"May 16, 2024, 9:21:48 PM",Kudos,Activity,11424151444
"May 17, 2024, 8:28:22 PM",Kudos,Activity,11432752322
"May 18, 2024, 10:47:48 AM",Kudos,Activity,11437464541
"May 19, 2024, 2:04:48 PM",Kudos,Activity,11441941950
"May 19, 2024, 2:04:52 PM",Kudos,Activity,11440746995
"May 20, 2024, 8:36:31 PM",Kudos,Activity,11458482105
"May 20, 2024, 8:36:35 PM",Kudos,Activity,11458100133
"May 21, 2024, 4:39:16 PM",Kudos,Activity,11463658709
"May 21, 2024, 7:09:31 PM",Kudos,Activity,11465513852
"May 21, 2024, 10:45:18 PM",Kudos,Activity,11466330609
"May 21, 2024, 10:45:22 PM",Kudos,Activity,11466297542
"May 21, 2024, 11:56:42 PM",Kudos,Activity,11467334098
"May 21, 2024, 11:57:32 PM",Kudos,Post,28405581
"May 22, 2024, 11:00:50 AM",Kudos,Activity,11469553743
"May 22, 2024, 10:13:33 PM",Kudos,Activity,11474579514
"May 23, 2024, 2:35:50 AM",Kudos,Activity,11475035510
"May 24, 2024, 12:15:08 AM",Kudos,Activity,11482591593
"May 24, 2024, 12:15:11 AM",Kudos,Activity,11480485467
"May 24, 2024, 7:59:06 PM",Kudos,Activity,11484851462
"May 24, 2024, 7:59:15 PM",Kudos,Activity,11484750552
"May 24, 2024, 7:59:22 PM",Kudos,Activity,11485852660
"May 25, 2024, 2:04:55 PM",Kudos,Activity,11492616445
"May 25, 2024, 4:31:17 PM",Kudos,Activity,11494436371
"May 25, 2024, 4:43:54 PM",Kudos,Activity,11495446922
"May 26, 2024, 4:06:27 PM",Kudos,Activity,11492491197
"May 26, 2024, 4:18:34 PM",Kudos,Activity,11503403091
"May 26, 2024, 4:19:19 PM",Kudos,Activity,11502186211
"May 27, 2024, 3:00:50 PM",Kudos,Activity,11508423589
"May 28, 2024, 8:43:22 PM",Kudos,Activity,11519502745
"May 28, 2024, 8:43:37 PM",Kudos,Activity,11516917232
"May 28, 2024, 8:43:55 PM",Kudos,Activity,11515858534
"May 28, 2024, 11:53:44 PM",Kudos,Activity,11520678140
"May 30, 2024, 2:04:38 PM",Kudos,Activity,11532799507
"May 30, 2024, 3:52:18 PM",Kudos,Activity,11533215910
"May 30, 2024, 5:29:38 PM",Kudos,Activity,11534150764
"May 30, 2024, 11:26:27 PM",Kudos,Activity,11536420582
"May 30, 2024, 11:39:54 PM",Kudos,Activity,11535809811
"May 31, 2024, 10:19:07 PM",Kudos,Activity,11541001525
"May 31, 2024, 10:19:10 PM",Kudos,Activity,11541251613
"Jun 1, 2024, 10:13:14 PM",Kudos,Activity,11549477598
"Jun 1, 2024, 10:13:18 PM",Kudos,Activity,11547566790
"Jun 3, 2024, 11:41:54 AM",Kudos,Activity,11562213769
"Jun 4, 2024, 9:24:42 PM",Kudos,Activity,11571753408
"Jun 5, 2024, 1:22:35 AM",Kudos,Activity,11556081596
"Jun 5, 2024, 1:22:39 AM",Kudos,Activity,11556233125
"Jun 5, 2024, 1:22:46 AM",Kudos,Activity,11575604264
"Jun 5, 2024, 1:22:48 AM",Kudos,Activity,11575485591
"Jun 5, 2024, 11:04:59 PM",Kudos,Activity,11575499269
"Jun 6, 2024, 8:15:01 PM",Kudos,Activity,11588862490
"Jun 7, 2024, 12:14:52 AM",Kudos,Activity,11591730572
"Jun 7, 2024, 12:14:56 AM",Kudos,Activity,11592013655
"Jun 7, 2024, 12:16:39 AM",Kudos,Activity,11592095871
"Jun 7, 2024, 2:02:10 AM",Kudos,Activity,11592325762
"Jun 7, 2024, 2:28:23 AM",Kudos,Activity,11592304732
"Jun 7, 2024, 10:07:53 PM",Kudos,Activity,11597485847
"Jun 9, 2024, 1:57:14 PM",Kudos,Activity,11611914141
"Jun 9, 2024, 1:57:20 PM",Kudos,Activity,11611302059
"Jun 9, 2024, 1:57:23 PM",Kudos,Activity,11611348434
"Jun 10, 2024, 10:41:33 PM",Kudos,Activity,11622501892
"Jun 10, 2024, 10:41:39 PM",Kudos,Activity,11622279157
"Jun 10, 2024, 10:41:44 PM",Kudos,Activity,11621874453
"Jun 11, 2024, 12:29:01 PM",Kudos,Activity,11625397972
"Jun 11, 2024, 6:24:12 PM",Kudos,Activity,11627274379
"Jun 11, 2024, 6:24:14 PM",Kudos,Activity,11628605380
"Jun 11, 2024, 11:29:52 PM",Kudos,Activity,11630223813
"Jun 11, 2024, 11:29:56 PM",Kudos,Activity,11630790697
"Jun 13, 2024, 12:04:50 PM",Kudos,Activity,11641679158
"Jun 13, 2024, 12:04:51 PM",Kudos,Activity,11641892516
"Jun 13, 2024, 12:04:57 PM",Kudos,Activity,11638863104
"Jun 13, 2024, 6:52:37 PM",Kudos,Activity,11644256442
"Jun 13, 2024, 6:52:39 PM",Kudos,Activity,11643722683
"Jun 14, 2024, 9:57:20 AM",Kudos,Activity,11646976000
"Jun 15, 2024, 10:50:35 AM",Kudos,Activity,11653054696
"Jun 15, 2024, 9:51:10 PM",Kudos,Activity,11656985532
"Jun 15, 2024, 9:51:16 PM",Kudos,Activity,11656791710
"Jun 16, 2024, 12:51:13 AM",Kudos,Activity,11656702998
"Jun 16, 2024, 12:06:31 PM",Kudos,Activity,11665158990
"Jun 16, 2024, 12:06:38 PM",Kudos,Activity,11664863146
"Jun 17, 2024, 12:00:36 AM",Kudos,Activity,11669573419
"Jun 18, 2024, 12:03:48 PM",Kudos,Activity,11680116442
"Jun 21, 2024, 12:10:03 PM",Kudos,Activity,11701189299
"Jun 21, 2024, 12:10:05 PM",Kudos,Activity,11698437103
"Jun 21, 2024, 12:10:07 PM",Kudos,Activity,11697833734
"Jun 21, 2024, 12:10:09 PM",Kudos,Activity,11700960764
"Jun 21, 2024, 4:28:32 PM",Kudos,Activity,11705805017
"Jun 21, 2024, 4:28:36 PM",Kudos,Activity,11704233254
"Jun 23, 2024, 1:37:12 PM",Kudos,Activity,11720172557
"Jun 23, 2024, 3:53:56 PM",Kudos,Activity,11719267298
"Jun 23, 2024, 4:53:38 PM",Kudos,Activity,11721675782
"Jun 23, 2024, 4:53:43 PM",Kudos,Activity,11720285584
"Jun 23, 2024, 6:40:15 PM",Kudos,Activity,11722745420
"Jun 23, 2024, 10:00:42 PM",Kudos,Activity,11723393490
"Jun 23, 2024, 11:57:53 PM",Kudos,Activity,11723986085
"Jun 24, 2024, 11:37:34 AM",Kudos,Activity,11726370629
"Jun 24, 2024, 11:37:42 AM",Kudos,Activity,11726418512
"Jun 25, 2024, 12:56:03 PM",Kudos,Activity,11735226028
"Jun 25, 2024, 12:56:05 PM",Kudos,Activity,11735224827
"Jun 27, 2024, 2:17:02 AM",Kudos,Activity,11748163792
"Jun 27, 2024, 10:02:19 PM",Kudos,Activity,11755333295
"Jun 28, 2024, 12:13:33 AM",Kudos,Activity,11755771209
"Jun 28, 2024, 12:13:36 AM",Kudos,Activity,11755918857
"Jun 28, 2024, 12:13:40 AM",Kudos,Activity,11755961047
"Jun 29, 2024, 3:27:29 AM",Kudos,Activity,11760722538
"Jun 29, 2024, 3:27:36 AM",Kudos,Activity,11760737887
"Jun 29, 2024, 3:27:38 AM",Kudos,Activity,11762743903
"Jun 30, 2024, 2:30:59 PM",Kudos,Activity,11774922202
"Jun 30, 2024, 2:41:04 PM",Kudos,Activity,11775509761
"Jun 30, 2024, 7:24:26 PM",Kudos,Activity,11777725688
"Jun 30, 2024, 10:53:12 PM",Kudos,Activity,11778141281
"Jun 30, 2024, 11:11:56 PM",Kudos,Activity,11775797007
"Jul 1, 2024, 11:52:04 AM",Kudos,Activity,11780715518
"Jul 1, 2024, 6:31:26 PM",Kudos,Activity,11783481694
"Jul 1, 2024, 6:32:12 PM",Kudos,Activity,11782296737
"Jul 1, 2024, 6:32:17 PM",Kudos,Activity,11780902546
"Jul 1, 2024, 9:34:20 PM",Kudos,Activity,11785150034
"Jul 2, 2024, 2:14:01 AM",Kudos,Activity,11786024322
"Jul 2, 2024, 3:50:11 PM",Kudos,Activity,11789087119
"Jul 2, 2024, 3:50:12 PM",Kudos,Activity,11789338988
"Jul 2, 2024, 3:50:51 PM",Kudos,Activity,11788758251
"Jul 3, 2024, 2:27:48 PM",Kudos,Activity,11798260517
"Jul 3, 2024, 2:28:12 PM",Kudos,Activity,11796983677
"Jul 3, 2024, 6:57:40 PM",Kudos,Activity,11799759040
"Jul 3, 2024, 8:38:23 PM",Kudos,Activity,11799690031
"Jul 3, 2024, 8:38:25 PM",Kudos,Activity,11800786022
"Jul 3, 2024, 10:09:54 PM",Kudos,Activity,11801042081
"Jul 4, 2024, 1:27:48 AM",Kudos,Activity,11802805725
"Jul 4, 2024, 1:27:50 AM",Kudos,Activity,11802469033
"Jul 4, 2024, 1:27:56 AM",Kudos,Activity,11802612711
"Jul 4, 2024, 1:27:59 AM",Kudos,Activity,11802174968
"Jul 4, 2024, 7:19:30 PM",Kudos,Activity,11808298991
"Jul 4, 2024, 7:19:32 PM",Kudos,Activity,11808015423
"Jul 4, 2024, 10:41:35 PM",Kudos,Activity,11810407054
"Jul 4, 2024, 11:39:00 PM",Kudos,Activity,11810805448
"Jul 5, 2024, 11:43:06 AM",Kudos,Activity,11813015773
"Jul 5, 2024, 1:04:13 PM",Kudos,Activity,11814114432
"Jul 5, 2024, 10:46:53 PM",Kudos,Activity,11817373216
"Jul 5, 2024, 10:46:54 PM",Kudos,Activity,11815518735
"Jul 5, 2024, 10:46:56 PM",Kudos,Activity,11815591309
"Jul 6, 2024, 10:03:06 AM",Kudos,Activity,11818860831
"Jul 6, 2024, 1:48:11 PM",Kudos,Activity,11821940125
"Jul 6, 2024, 3:34:17 PM",Kudos,Activity,11822886750
"Jul 6, 2024, 7:45:29 PM",Kudos,Activity,11824532654
"Jul 7, 2024, 1:18:18 AM",Kudos,Activity,11825416427
"Jul 7, 2024, 1:18:30 AM",Kudos,Activity,11824798189
"Jul 7, 2024, 10:48:04 AM",Kudos,Activity,11824940146
"Jul 7, 2024, 12:15:14 PM",Kudos,Activity,11828718643
"Jul 8, 2024, 10:16:49 AM",Kudos,Activity,11836077620
"Jul 8, 2024, 3:25:39 PM",Kudos,Activity,11837980332
"Jul 8, 2024, 6:00:30 PM",Kudos,Activity,11839631006
"Jul 8, 2024, 6:00:32 PM",Kudos,Activity,11838903933
"Jul 8, 2024, 6:00:33 PM",Kudos,Activity,11838567033
"Jul 8, 2024, 6:00:39 PM",Kudos,Activity,11838898511
"Jul 8, 2024, 6:00:44 PM",Kudos,Activity,11838319389
