Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
8304514782,"Dec 27, 2022, 9:23:35 PM",Evening Workout,Crossfit,"",2950,0,,,false,"",,activities/8903094622.tcx.gz,,,2950.0,2950.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,48.0,48.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8304514900,"Dec 28, 2022, 10:43:08 PM",Evening Walk,Walk,,1491,1.72,,,false,,,activities/8903094731.gpx.gz,,,1491.0,1356.0,1726.9979248046875,4.453342914581299,1.2735973596572876,0.0,-1.100000023841858,6.400000095367432,7.900000095367432,3.245805263519287,0.06369434297084808,,,66.0,53.35361862182617,,,,,160.20574951171875,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.158281683921814,0.0,,,,,,,,,,,,""
8304750237,"Dec 28, 2022, 11:20:33 PM",Evening Workout,Crossfit,"",2816,0,,,false,"",,activities/8903359010.tcx.gz,,,2816.0,2816.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8309251889,"Dec 29, 2022, 9:53:13 PM",Evening Walk,Walk,,644,1.90,,,false,,,activities/8908431939.gpx.gz,,,644.0,623.0,1902.78955078125,20.34771156311035,3.054236888885498,4.586666584014893,2.5866665840148926,5.099999904632568,8.100000381469727,10.307549476623535,0.1051088348031044,,,65.0,59.82769775390625,,,,,176.51292419433594,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9546422958374023,0.0,,,,,,,,,,,,""
8309251925,"Dec 29, 2022, 10:19:15 PM",Evening Workout,Crossfit,"",2254,0,,,false,"",,activities/8908431946.tcx.gz,,,2254.0,2254.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8309252011,"Dec 29, 2022, 10:57:50 PM",Evening Walk,Walk,,950,1.83,,,false,,,activities/8908432041.gpx.gz,,,950.0,929.0,1830.258056640625,16.08772087097168,1.9701378345489502,0.0,1.7000000476837158,6.400000095367432,9.399999618530273,7.843577861785889,-0.09288308024406433,,,63.0,59.98378372192383,,,,,169.78469848632812,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.926587462425232,0.0,,,,,,,,,,,,""
8332117878,"Jan 3, 2023, 3:05:51 PM",Lunch Workout,Crossfit,"",2353,0,,,false,"",,activities/8934768367.tcx.gz,,,2353.0,2353.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,57.0,57.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8332118094,"Jan 3, 2023, 3:51:32 PM",Lunch Walk,Walk,,3313,2.28,,,false,,,activities/8934768506.gpx.gz,,,3313.0,1156.0,2286.87451171875,6.590049743652344,1.9782651662826538,0.0,1.0,6.400000095367432,8.0,1.8012222051620483,-0.043727803975343704,,,89.0,57.617645263671875,,,,,212.14227294921875,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6902730464935303,0.0,,,,,,,,,,,,""
8340089211,"Jan 4, 2023, 2:48:55 PM",Lunch Walk,Walk,,669,1.15,,,false,,,activities/8943652641.gpx.gz,,,669.0,669.0,1155.6134033203125,5.2487287521362305,1.7273743152618408,3.174999952316284,0.4749999940395355,4.699999809265137,7.900000095367432,8.877551078796387,0.23364214599132538,,,66.0,62.75338363647461,,,,,107.20087432861328,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7273743152618408,0.0,,,,,,,,,,,,""
8340089214,"Jan 4, 2023, 3:10:16 PM",Lunch Workout,Crossfit,"",292,0,,,false,"",,activities/8943652650.tcx.gz,,,292.0,292.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,62.0,62.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8340089238,"Jan 4, 2023, 3:18:12 PM",Lunch Workout,Crossfit,"",346,0,,,false,"",,activities/8943652673.tcx.gz,,,346.0,346.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,62.0,62.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8340089269,"Jan 4, 2023, 3:27:50 PM",Lunch Workout,Crossfit,"",1219,0,,,false,"",,activities/8943652710.tcx.gz,,,1219.0,1219.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,62.0,62.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8340089316,"Jan 4, 2023, 3:55:34 PM",Lunch Walk,Walk,,1167,1.77,,,false,,,activities/8943652765.gpx.gz,,,1167.0,1135.0,1771.7928466796875,7.328296661376953,1.5610510110855103,0.0,1.0,6.400000095367432,8.0,1.5656275749206543,-0.05644000694155693,,,62.0,55.232303619384766,,,,,164.36070251464844,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.518245816230774,0.0,,,,,,,,,,,,""
8345006016,"Jan 6, 2023, 12:20:58 AM",Night Workout,Crossfit,"",387,0,,,false,"",,activities/8949141808.tcx.gz,,,387.0,387.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8345006045,"Jan 6, 2023, 12:48:42 AM",Night Workout,Crossfit,"",826,0,,,false,"",,activities/8949141843.tcx.gz,,,826.0,826.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8348243311,"Jan 6, 2023, 3:09:51 PM",Lunch Workout,Crossfit,"",259,0,,,false,"",,activities/8952767425.tcx.gz,,,259.0,259.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8348243358,"Jan 6, 2023, 3:17:09 PM",Lunch Workout,Crossfit,"",151,0,,,false,"",,activities/8952767487.tcx.gz,,,151.0,151.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8348243365,"Jan 6, 2023, 2:19:03 PM",Lunch Walk,Walk,,1516,1.86,,,false,,,activities/8952767443.gpx.gz,,,1516.0,1216.0,1861.6488037109375,6.6903076171875,1.5309611558914185,2.299999952316284,0.10000000149011612,6.300000190734863,8.600000381469727,2.8509185314178467,0.11817481368780136,,,70.0,55.82291793823242,,,,,172.69659423828125,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.228000521659851,0.0,,,,,,,,,,,,""
8348243463,"Jan 6, 2023, 3:29:59 PM",Lunch Workout,Crossfit,"",1429,0,,,false,"",,activities/8952767583.tcx.gz,,,1429.0,1429.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8348243622,"Jan 6, 2023, 4:04:06 PM",Afternoon Walk,Walk,,1044,1.68,,,false,,,activities/8952767727.gpx.gz,,,1044.0,1011.0,1685.957275390625,8.144815444946289,1.6676135063171387,2.037301540374756,2.937299966812134,5.400000095367432,8.5,8.729825973510742,-0.053382135927677155,,,62.0,58.444217681884766,,,,,156.39865112304688,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6149015426635742,0.0,,,,,,,,,,,,""
8355801613,"Jan 7, 2023, 1:17:56 PM",Morning Workout,Crossfit,"",299,0,,,false,"",,activities/8961247583.tcx.gz,,,299.0,299.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8355801622,"Jan 7, 2023, 12:40:33 PM",Morning Walk,Walk,,868,1.38,,,false,,,activities/8961247570.gpx.gz,,,868.0,845.0,1386.0323486328125,4.093619346618652,1.640275001525879,2.5,1.399999976158142,6.099999904632568,8.600000381469727,6.948614597320557,0.07936322689056396,,,65.0,59.47031021118164,,,,,128.57554626464844,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.5968115329742432,0.0,,,,,,,,,,,,""
8355801662,"Jan 7, 2023, 1:32:56 PM",Morning Workout,Crossfit,"",1055,0,,,false,"",,activities/8961247632.tcx.gz,,,1055.0,1055.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8355801737,"Jan 7, 2023, 2:01:53 PM",Lunch Walk,Walk,,1250,1.81,,,false,,,activities/8961247695.gpx.gz,,,1250.0,1174.0,1810.495361328125,5.559241771697998,1.5421596765518188,0.0,2.200000047683716,6.199999809265137,8.600000381469727,1.9563041925430298,-0.12151370197534561,,,65.0,56.91543197631836,,,,,167.95164489746094,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4483963251113892,0.0,,,,,,,,,,,,""
8366881701,"Jan 9, 2023, 3:08:20 PM",Lunch Workout,Crossfit,"",240,0,,,false,"",,activities/8973663312.tcx.gz,,,240.0,240.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8366881712,"Jan 9, 2023, 2:44:39 PM",Lunch Walk,Walk,,1181,1.60,,,false,,,activities/8973663308.gpx.gz,,,1181.0,1009.0,1601.5972900390625,3.3878061771392822,1.5873115062713623,2.497058868408203,0.39706000685691833,6.099999904632568,8.600000381469727,4.510171890258789,0.13111910223960876,,,66.0,61.39356231689453,,,,,148.57296752929688,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3561365604400635,0.0,,,,,,,,,,,,""
8366881739,"Jan 9, 2023, 3:14:25 PM",Lunch Workout,Crossfit,"",697,0,,,false,"",,activities/8973663364.tcx.gz,,,697.0,697.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8366881768,"Jan 9, 2023, 3:33:35 PM",Lunch Workout,Crossfit,"",772,0,,,false,"",,activities/8973663398.tcx.gz,,,772.0,772.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8366881849,"Jan 9, 2023, 3:55:50 PM",Lunch Walk,Walk,,1392,1.73,,,false,,,activities/8973663483.gpx.gz,,,1392.0,1195.0,1733.173828125,6.796576976776123,1.4503546953201294,0.0,2.0999999046325684,6.300000190734863,8.600000381469727,2.5720651149749756,-0.12116499245166779,,,62.0,55.766143798828125,,,,,160.77810668945312,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2450960874557495,0.0,,,,,,,,,,,,""
8369480085,"Jan 10, 2023, 2:43:45 PM",Lunch Walk,Walk,,1365,1.66,,,false,,,activities/8976572372.gpx.gz,,,1365.0,1147.0,1661.111328125,4.460636615753174,1.4482226371765137,2.4972221851348877,1.0972199440002441,6.099999904632568,8.600000381469727,7.172018527984619,0.08428092300891876,,,68.0,58.53889465332031,,,,,154.0934295654297,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2169314622879028,0.0,,,,,,,,,,,,""
8369480125,"Jan 10, 2023, 3:10:24 PM",Lunch Workout,Crossfit,"",421,0,,,false,"",,activities/8976572427.tcx.gz,,,421.0,421.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8369480192,"Jan 10, 2023, 3:31:23 PM",Lunch Workout,Crossfit,"",787,0,,,false,"",,activities/8976572503.tcx.gz,,,787.0,787.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,49.0,49.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8369480374,"Jan 10, 2023, 3:49:35 PM",Lunch Walk,Walk,,1062,1.57,,,false,,,activities/8976572686.gpx.gz,,,1062.0,969.0,1573.43310546875,5.09166955947876,1.623769998550415,0.0,2.0999999046325684,6.400000095367432,8.600000381469727,1.7414768934249878,-0.13346610963344574,,,63.0,56.73939895629883,,,,,145.9597625732422,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4815754890441895,0.0,,,,,,,,,,,,""
8378814989,"Jan 11, 2023, 3:11:41 PM",Lunch Workout,Crossfit,"",379,0,,,false,"",,activities/8986847581.tcx.gz,,,379.0,379.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,38.0,38.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8378814991,"Jan 11, 2023, 2:45:35 PM",Lunch Walk,Walk,,1076,1.72,,,false,,,activities/8986847560.gpx.gz,,,1076.0,1038.0,1728.972412109375,5.070085048675537,1.6656767129898071,2.5,-0.20000000298023224,5.900000095367432,8.600000381469727,5.194329738616943,0.15616212785243988,,,65.0,60.087890625,,,,,160.38848876953125,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6068516969680786,0.0,,,,,,,,,,,,""
8378815051,"Jan 11, 2023, 3:26:15 PM",Lunch Workout,Crossfit,"",1636,0,,,false,"",,activities/8986847646.tcx.gz,,,1636.0,1636.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,38.0,38.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8378815192,"Jan 11, 2023, 4:00:50 PM",Afternoon Walk,Walk,,4814,2.23,,,false,,,activities/8986847750.gpx.gz,,,4814.0,1115.0,2231.95703125,12.470139503479004,2.0017552375793457,2.9887278079986572,5.288730144500732,5.0,9.100000381469727,9.052155494689941,-0.10304857790470123,,,70.0,58.29585266113281,,,,,207.04852294921875,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4636387526988983,0.0,,,,,,,,,,,,""
8380603447,"Jan 12, 2023, 2:48:17 PM",Lunch Walk,Walk,,950,1.35,,,false,,,activities/8988835220.gpx.gz,,,950.0,837.0,1352.1063232421875,6.633402347564697,1.6154197454452515,2.781818151473999,-0.11818181723356247,5.599999904632568,8.600000381469727,8.138566017150879,0.2144801765680313,,,65.0,58.224266052246094,,,,,125.42860412597656,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4232698678970337,0.0,,,,,,,,,,,,""
8380603448,"Jan 12, 2023, 3:10:33 PM",Lunch Workout,Crossfit,"",356,0,,,false,"",,activities/8988835247.tcx.gz,,,356.0,356.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8380603514,"Jan 12, 2023, 3:40:38 PM",Lunch Workout,Crossfit,"",865,0,,,false,"",,activities/8988835340.tcx.gz,,,865.0,865.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8380603747,"Jan 12, 2023, 4:01:13 PM",Afternoon Walk,Walk,,1719,1.70,,,false,,,activities/8988835511.gpx.gz,,,1719.0,1259.0,1701.2939453125,4.210815906524658,1.3513058423995972,0.0,2.299999952316284,6.199999809265137,8.600000381469727,2.0312459468841553,-0.13519121706485748,,,87.0,56.311981201171875,,,,,157.82073974609375,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9896998405456543,0.0,,,,,,,,,,,,""
8385380005,"Jan 13, 2023, 3:07:13 PM",Lunch Run,Run,,146,0.31,,,false,,,activities/8994090980.gpx.gz,,,146.0,58.0,313.763427734375,6.217280387878418,5.409714221954346,0.0,0.0,7.0,8.100000381469727,5.098759174346924,0.0,,,89.0,88.03636169433594,,,,,29.174699783325195,,,,,,,,,,,,,,,,0.0,,1.0,314.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.149064540863037,0.0,,,,,,,,,,,,""
8386140493,"Jan 13, 2023, 3:15:33 PM",Lunch Workout,Crossfit,"",486,0,,,false,"",,activities/8994933012.tcx.gz,,,486.0,486.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8386140613,"Jan 13, 2023, 3:31:51 PM",Lunch Workout,Crossfit,"",1106,0,,,false,"",,activities/8994933161.tcx.gz,,,1106.0,1106.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,86.0,86.0,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8386140702,"Jan 13, 2023, 3:57:49 PM",Lunch Walk,Walk,,1717,2.00,,,false,,,activities/8994933233.gpx.gz,,,1717.0,1114.0,1999.404541015625,8.91683292388916,1.7947975397109985,0.0,1.399999976158142,6.400000095367432,8.600000381469727,5.594001293182373,-0.07002084702253342,,,64.0,57.49818420410156,,,,,185.4750213623047,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.1644755601882935,0.0,,,,,,,,,,,,""
8390068804,"Jan 14, 2023, 12:46:17 PM",Morning Walk,Walk,,1392,1.92,,,false,,,activities/8999288323.gpx.gz,,,1392.0,1257.0,1928.0740966796875,6.128671646118164,1.5338696241378784,2.5,1.0,6.099999904632568,8.699999809265137,3.760833740234375,0.07779783755540848,,,67.0,54.92747497558594,,,,,178.85806274414062,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3851107358932495,0.0,,,,,,,,,,,,""
